Transaction ID,Account ID,Transaction Type,Transaction Amount
TRANS008453,ACC08453,Debit,3603.7
TRANS008454,ACC08454,Debit,841.15
TRANS008455,ACC08455,Credit,1420.33
TRANS008456,ACC08456,Credit,3636.42
TRANS008457,ACC08457,Debit,641.9
TRANS008458,ACC08458,Credit,2444.89
TRANS008459,ACC08459,Debit,2125.89
TRANS008460,ACC08460,Credit,1619.36
TRANS008461,ACC08461,Debit,3199.47
TRANS008462,ACC08462,Credit,4500.52
TRANS008463,ACC08463,Debit,4847.43
TRANS008464,ACC08464,Debit,4923.57
TRANS008465,ACC08465,Credit,2832.44
TRANS008466,ACC08466,Credit,4399.74
TRANS008467,ACC08467,Credit,13.57
TRANS008468,ACC08468,Debit,4366.76
TRANS008469,ACC08469,Debit,1263.33
TRANS008470,ACC08470,Debit,2174.21
TRANS008471,ACC08471,Debit,1763.68
TRANS008472,ACC08472,Credit,3361.96
TRANS008473,ACC08473,Debit,58.0
TRANS008474,ACC08474,Credit,2614.72
TRANS008475,ACC08475,Credit,517.84
TRANS008476,ACC08476,Debit,975.14
TRANS008477,ACC08477,Debit,3361.94
TRANS008478,ACC08478,Debit,565.03
TRANS008479,ACC08479,Debit,2938.22
TRANS008480,ACC08480,Debit,2030.66
TRANS008481,ACC08481,Credit,1601.62
TRANS008482,ACC08482,Credit,473.84
TRANS008483,ACC08483,Debit,900.73
TRANS008484,ACC08484,Debit,4281.81
TRANS008485,ACC08485,Debit,4139.86
TRANS008486,ACC08486,Debit,2374.94
TRANS008487,ACC08487,Credit,2240.43
TRANS008488,ACC08488,Credit,3334.29
TRANS008489,ACC08489,Credit,2170.9
TRANS008490,ACC08490,Credit,1920.83
TRANS008491,ACC08491,Credit,1911.16
TRANS008492,ACC08492,Debit,2458.47
TRANS008493,ACC08493,Debit,2057.55
TRANS008494,ACC08494,Credit,4210.08
TRANS008495,ACC08495,Credit,2149.71
TRANS008496,ACC08496,Credit,3606.22
TRANS008497,ACC08497,Debit,1916.97
TRANS008498,ACC08498,Credit,3461.35
TRANS008499,ACC08499,Credit,2634.17
TRANS008500,ACC08500,Debit,1541.67
TRANS008501,ACC08501,Credit,1003.94
TRANS008502,ACC08502,Debit,3750.26
TRANS008503,ACC08503,Debit,4691.87
TRANS008504,ACC08504,Debit,62.72
TRANS008505,ACC08505,Debit,955.5
TRANS008506,ACC08506,Debit,439.45
TRANS008507,ACC08507,Credit,1325.11
TRANS008508,ACC08508,Debit,587.14
TRANS008509,ACC08509,Credit,565.79
TRANS008510,ACC08510,Debit,767.37
TRANS008511,ACC08511,Debit,2546.3
TRANS008512,ACC08512,Credit,1311.21
TRANS008513,ACC08513,Debit,4382.73
TRANS008514,ACC08514,Credit,1202.96
TRANS008515,ACC08515,Credit,1328.33
TRANS008516,ACC08516,Credit,2145.79
TRANS008517,ACC08517,Debit,2005.09
TRANS008518,ACC08518,Credit,2506.36
TRANS008519,ACC08519,Credit,1509.18
TRANS008520,ACC08520,Debit,3942.71
TRANS008521,ACC08521,Debit,1112.58
TRANS008522,ACC08522,Credit,3569.83
TRANS008523,ACC08523,Debit,1379.1
TRANS008524,ACC08524,Credit,3420.04
TRANS008525,ACC08525,Credit,3729.98
TRANS008526,ACC08526,Credit,1639.98
TRANS008527,ACC08527,Debit,809.46
TRANS008528,ACC08528,Credit,4454.56
TRANS008529,ACC08529,Debit,2526.16
TRANS008530,ACC08530,Credit,1328.39
TRANS008531,ACC08531,Debit,2710.33
TRANS008532,ACC08532,Credit,707.95
TRANS008533,ACC08533,Credit,4406.82
TRANS008534,ACC08534,Credit,4686.74
TRANS008535,ACC08535,Debit,3758.89
TRANS008536,ACC08536,Credit,1060.57
TRANS008537,ACC08537,Credit,783.96
TRANS008538,ACC08538,Debit,445.01
TRANS008539,ACC08539,Credit,2318.45
TRANS008540,ACC08540,Debit,1764.01
TRANS008541,ACC08541,Debit,789.12
TRANS008542,ACC08542,Debit,3820.44
TRANS008543,ACC08543,Credit,2413.34
TRANS008544,ACC08544,Debit,4546.23
TRANS008545,ACC08545,Debit,2612.46
TRANS008546,ACC08546,Debit,4280.15
TRANS008547,ACC08547,Debit,4742.93
TRANS008548,ACC08548,Credit,3212.74
TRANS008549,ACC08549,Debit,4002.22
TRANS008550,ACC08550,Debit,1285.04
TRANS008551,ACC08551,Credit,757.02
TRANS008552,ACC08552,Debit,2160.88
TRANS008553,ACC08553,Debit,2690.21
TRANS008554,ACC08554,Credit,1792.29
TRANS008555,ACC08555,Credit,2752.61
TRANS008556,ACC08556,Debit,2698.61
TRANS008557,ACC08557,Credit,2419.51
TRANS008558,ACC08558,Debit,848.22
TRANS008559,ACC08559,Credit,1027.62
TRANS008560,ACC08560,Credit,2651.19
TRANS008561,ACC08561,Debit,1002.97
TRANS008562,ACC08562,Debit,3804.94
TRANS008563,ACC08563,Debit,691.9
TRANS008564,ACC08564,Debit,1029.24
TRANS008565,ACC08565,Credit,4908.41
TRANS008566,ACC08566,Credit,824.27
TRANS008567,ACC08567,Credit,1767.43
TRANS008568,ACC08568,Credit,4242.42
TRANS008569,ACC08569,Debit,227.68
TRANS008570,ACC08570,Credit,328.45
TRANS008571,ACC08571,Debit,2295.61
TRANS008572,ACC08572,Debit,944.73
TRANS008573,ACC08573,Debit,3974.53
TRANS008574,ACC08574,Debit,1676.43
TRANS008575,ACC08575,Debit,4195.14
TRANS008576,ACC08576,Credit,2238.61
TRANS008577,ACC08577,Credit,3343.47
TRANS008578,ACC08578,Debit,907.37
TRANS008579,ACC08579,Debit,1701.5
TRANS008580,ACC08580,Debit,2480.16
TRANS008581,ACC08581,Credit,2028.1
TRANS008582,ACC08582,Debit,4524.78
TRANS008583,ACC08583,Credit,928.07
TRANS008584,ACC08584,Credit,2917.68
TRANS008585,ACC08585,Debit,2460.13
TRANS008586,ACC08586,Credit,3970.85
TRANS008587,ACC08587,Debit,3060.75
TRANS008588,ACC08588,Debit,2346.12
TRANS008589,ACC08589,Credit,2140.47
TRANS008590,ACC08590,Credit,3630.27
TRANS008591,ACC08591,Debit,4944.3
TRANS008592,ACC08592,Debit,198.36
TRANS008593,ACC08593,Credit,4782.79
TRANS008594,ACC08594,Credit,3578.58
TRANS008595,ACC08595,Credit,3088.55
TRANS008596,ACC08596,Debit,4790.7
TRANS008597,ACC08597,Credit,25.38
TRANS008598,ACC08598,Credit,2454.1
TRANS008599,ACC08599,Credit,3351.86
TRANS008600,ACC08600,Debit,1604.07
TRANS008601,ACC08601,Credit,1089.59
TRANS008602,ACC08602,Credit,3629.08
TRANS008603,ACC08603,Debit,1881.31
TRANS008604,ACC08604,Debit,2194.77
TRANS008605,ACC08605,Credit,1904.81
TRANS008606,ACC08606,Debit,2744.89
TRANS008607,ACC08607,Debit,4039.5
TRANS008608,ACC08608,Debit,4474.7
TRANS008609,ACC08609,Credit,4545.14
TRANS008610,ACC08610,Debit,3359.97
TRANS008611,ACC08611,Debit,1297.37
TRANS008612,ACC08612,Debit,3089.12
TRANS008613,ACC08613,Debit,475.82
TRANS008614,ACC08614,Credit,235.7
TRANS008615,ACC08615,Credit,322.75
TRANS008616,ACC08616,Debit,4606.94
TRANS008617,ACC08617,Credit,3178.72
TRANS008618,ACC08618,Credit,2159.28
TRANS008619,ACC08619,Credit,1894.97
TRANS008620,ACC08620,Debit,522.48
TRANS008621,ACC08621,Debit,2988.41
TRANS008622,ACC08622,Credit,2958.48
TRANS008623,ACC08623,Debit,1252.96
TRANS008624,ACC08624,Credit,1217.58
TRANS008625,ACC08625,Debit,940.68
TRANS008626,ACC08626,Debit,3348.44
TRANS008627,ACC08627,Debit,3038.11
TRANS008628,ACC08628,Debit,3569.2
TRANS008629,ACC08629,Credit,731.16
TRANS008630,ACC08630,Credit,133.3
TRANS008631,ACC08631,Debit,3654.34
TRANS008632,ACC08632,Credit,4822.92
TRANS008633,ACC08633,Credit,4467.14
TRANS008634,ACC08634,Credit,1223.7
TRANS008635,ACC08635,Debit,4210.37
TRANS008636,ACC08636,Credit,4637.76
TRANS008637,ACC08637,Debit,2632.0
TRANS008638,ACC08638,Debit,2998.08
TRANS008639,ACC08639,Debit,2163.77
TRANS008640,ACC08640,Credit,3732.33
TRANS008641,ACC08641,Debit,758.73
TRANS008642,ACC08642,Debit,2691.98
TRANS008643,ACC08643,Debit,1971.06
TRANS008644,ACC08644,Credit,1738.92
TRANS008645,ACC08645,Credit,2168.88
TRANS008646,ACC08646,Debit,4150.43
TRANS008647,ACC08647,Credit,4537.16
TRANS008648,ACC08648,Credit,4484.22
TRANS008649,ACC08649,Credit,2655.79
TRANS008650,ACC08650,Debit,2625.72
TRANS008651,ACC08651,Credit,3438.88
TRANS008652,ACC08652,Credit,1243.79
TRANS008653,ACC08653,Debit,3045.17
TRANS008654,ACC08654,Credit,2142.42
TRANS008655,ACC08655,Credit,2213.55
TRANS008656,ACC08656,Debit,4223.52
TRANS008657,ACC08657,Debit,3992.56
TRANS008658,ACC08658,Credit,2324.22
TRANS008659,ACC08659,Credit,4708.17
TRANS008660,ACC08660,Debit,1870.65
TRANS008661,ACC08661,Debit,3660.51
TRANS008662,ACC08662,Debit,3594.5
TRANS008663,ACC08663,Debit,686.3
TRANS008664,ACC08664,Credit,361.2
TRANS008665,ACC08665,Credit,2637.2
TRANS008666,ACC08666,Debit,1221.34
TRANS008667,ACC08667,Debit,396.67
TRANS008668,ACC08668,Credit,4358.75
TRANS008669,ACC08669,Credit,59.96
TRANS008670,ACC08670,Credit,3655.68
TRANS008671,ACC08671,Credit,1670.63
TRANS008672,ACC08672,Debit,3365.56
TRANS008673,ACC08673,Credit,4686.41
TRANS008674,ACC08674,Credit,883.78
TRANS008675,ACC08675,Credit,3055.11
TRANS008676,ACC08676,Debit,4779.91
TRANS008677,ACC08677,Credit,1710.86
TRANS008678,ACC08678,Credit,1320.18
TRANS008679,ACC08679,Credit,3039.72
TRANS008680,ACC08680,Debit,4328.47
TRANS008681,ACC08681,Debit,4955.11
TRANS008682,ACC08682,Credit,4133.19
TRANS008683,ACC08683,Credit,2195.78
TRANS008684,ACC08684,Credit,2555.63
TRANS008685,ACC08685,Debit,1410.69
TRANS008686,ACC08686,Debit,1818.96
TRANS008687,ACC08687,Debit,1676.81
TRANS008688,ACC08688,Credit,1847.64
TRANS008689,ACC08689,Credit,75.0
TRANS008690,ACC08690,Credit,4973.53
TRANS008691,ACC08691,Debit,4657.61
TRANS008692,ACC08692,Debit,4657.05
TRANS008693,ACC08693,Debit,2628.88
TRANS008694,ACC08694,Debit,1444.61
TRANS008695,ACC08695,Credit,2387.25
TRANS008696,ACC08696,Debit,2875.52
TRANS008697,ACC08697,Credit,3446.51
TRANS008698,ACC08698,Credit,1757.43
TRANS008699,ACC08699,Credit,2417.66
TRANS008700,ACC08700,Credit,3436.03
TRANS008701,ACC08701,Debit,3699.24
TRANS008702,ACC08702,Credit,4005.55
TRANS008703,ACC08703,Debit,4250.62
TRANS008704,ACC08704,Credit,4381.81
TRANS008705,ACC08705,Credit,2603.63
TRANS008706,ACC08706,Credit,2892.87
TRANS008707,ACC08707,Credit,4981.04
TRANS008708,ACC08708,Credit,3804.18
TRANS008709,ACC08709,Credit,485.18
TRANS008710,ACC08710,Credit,832.84
TRANS008711,ACC08711,Credit,3299.29
TRANS008712,ACC08712,Debit,968.65
TRANS008713,ACC08713,Credit,2059.93
TRANS008714,ACC08714,Debit,3689.02
TRANS008715,ACC08715,Debit,31.36
TRANS008716,ACC08716,Credit,4281.41
TRANS008717,ACC08717,Credit,1737.96
TRANS008718,ACC08718,Debit,1224.79
TRANS008719,ACC08719,Debit,4204.5
TRANS008720,ACC08720,Credit,1570.7
TRANS008721,ACC08721,Debit,2079.8
TRANS008722,ACC08722,Credit,4424.37
TRANS008723,ACC08723,Debit,708.24
TRANS008724,ACC08724,Credit,2470.12
TRANS008725,ACC08725,Debit,2702.04
TRANS008726,ACC08726,Debit,435.97
TRANS008727,ACC08727,Credit,4797.15
TRANS008728,ACC08728,Debit,1495.78
TRANS008729,ACC08729,Credit,1415.14
TRANS008730,ACC08730,Credit,2293.63
TRANS008731,ACC08731,Credit,116.85
TRANS008732,ACC08732,Debit,2678.51
TRANS008733,ACC08733,Debit,4467.43
TRANS008734,ACC08734,Credit,3951.45
TRANS008735,ACC08735,Debit,2951.17
TRANS008736,ACC08736,Debit,3394.57
TRANS008737,ACC08737,Debit,3466.07
TRANS008738,ACC08738,Debit,3875.62
TRANS008739,ACC08739,Credit,137.45
TRANS008740,ACC08740,Credit,4900.61
TRANS008741,ACC08741,Debit,4375.95
TRANS008742,ACC08742,Debit,2443.27
TRANS008743,ACC08743,Credit,1030.2
TRANS008744,ACC08744,Credit,4201.06
TRANS008745,ACC08745,Credit,792.59
TRANS008746,ACC08746,Credit,3726.69
TRANS008747,ACC08747,Debit,1124.12
TRANS008748,ACC08748,Debit,4869.34
TRANS008749,ACC08749,Credit,4579.82
TRANS008750,ACC08750,Debit,3157.95
TRANS008751,ACC08751,Debit,65.49
TRANS008752,ACC08752,Debit,2861.17
TRANS008753,ACC08753,Debit,1828.83
TRANS008754,ACC08754,Debit,1156.08
TRANS008755,ACC08755,Credit,664.74
TRANS008756,ACC08756,Credit,580.57
TRANS008757,ACC08757,Debit,4731.83
TRANS008758,ACC08758,Debit,557.12
TRANS008759,ACC08759,Credit,4554.51
TRANS008760,ACC08760,Debit,3577.0
TRANS008761,ACC08761,Credit,4273.73
TRANS008762,ACC08762,Debit,1051.81
TRANS008763,ACC08763,Debit,1083.91
TRANS008764,ACC08764,Debit,2006.63
TRANS008765,ACC08765,Credit,424.73
TRANS008766,ACC08766,Credit,3825.16
TRANS008767,ACC08767,Debit,2212.65
TRANS008768,ACC08768,Credit,901.9
TRANS008769,ACC08769,Credit,321.42
TRANS008770,ACC08770,Debit,3393.47
TRANS008771,ACC08771,Credit,1378.74
TRANS008772,ACC08772,Credit,4150.2
TRANS008773,ACC08773,Debit,1516.67
TRANS008774,ACC08774,Credit,3214.99
TRANS008775,ACC08775,Credit,4997.24
TRANS008776,ACC08776,Credit,409.08
TRANS008777,ACC08777,Debit,630.43
TRANS008778,ACC08778,Credit,3031.38
TRANS008779,ACC08779,Credit,1877.52
TRANS008780,ACC08780,Credit,4682.04
TRANS008781,ACC08781,Credit,411.92
TRANS008782,ACC08782,Credit,2403.35
TRANS008783,ACC08783,Credit,1618.01
TRANS008784,ACC08784,Debit,690.81
TRANS008785,ACC08785,Debit,71.06
TRANS008786,ACC08786,Debit,2633.07
TRANS008787,ACC08787,Debit,3411.24
TRANS008788,ACC08788,Credit,4256.31
TRANS008789,ACC08789,Debit,494.5
TRANS008790,ACC08790,Credit,3555.7
TRANS008791,ACC08791,Debit,2455.39
TRANS008792,ACC08792,Debit,4418.68
TRANS008793,ACC08793,Debit,1834.45
TRANS008794,ACC08794,Credit,2051.76
TRANS008795,ACC08795,Credit,1117.19
TRANS008796,ACC08796,Credit,2096.85
TRANS008797,ACC08797,Debit,4120.77
TRANS008798,ACC08798,Debit,2590.24
TRANS008799,ACC08799,Debit,3267.78
TRANS008800,ACC08800,Credit,4304.91
TRANS008801,ACC08801,Debit,3237.8
TRANS008802,ACC08802,Credit,211.64
TRANS008803,ACC08803,Debit,148.57
TRANS008804,ACC08804,Debit,2366.29
TRANS008805,ACC08805,Credit,4002.47
TRANS008806,ACC08806,Credit,4334.93
TRANS008807,ACC08807,Debit,3914.13
TRANS008808,ACC08808,Debit,4693.79
TRANS008809,ACC08809,Debit,701.84
TRANS008810,ACC08810,Debit,1304.24
TRANS008811,ACC08811,Debit,4320.15
TRANS008812,ACC08812,Debit,4945.94
TRANS008813,ACC08813,Debit,3490.46
TRANS008814,ACC08814,Credit,3686.16
TRANS008815,ACC08815,Credit,4596.86
TRANS008816,ACC08816,Debit,1787.83
TRANS008817,ACC08817,Credit,3573.0
TRANS008818,ACC08818,Debit,369.12
TRANS008819,ACC08819,Credit,3314.22
TRANS008820,ACC08820,Debit,2669.35
TRANS008821,ACC08821,Debit,509.55
TRANS008822,ACC08822,Debit,4288.64
TRANS008823,ACC08823,Debit,4287.0
TRANS008824,ACC08824,Credit,4229.3
TRANS008825,ACC08825,Debit,4396.44
TRANS008826,ACC08826,Debit,3365.79
TRANS008827,ACC08827,Debit,2736.7
TRANS008828,ACC08828,Debit,4923.04
TRANS008829,ACC08829,Credit,508.92
TRANS008830,ACC08830,Credit,203.12
TRANS008831,ACC08831,Debit,430.01
TRANS008832,ACC08832,Credit,652.25
TRANS008833,ACC08833,Debit,290.33
TRANS008834,ACC08834,Credit,1202.48
TRANS008835,ACC08835,Debit,3120.23
TRANS008836,ACC08836,Debit,4513.61
TRANS008837,ACC08837,Debit,1601.94
TRANS008838,ACC08838,Credit,4087.34
TRANS008839,ACC08839,Credit,3203.42
TRANS008840,ACC08840,Credit,3647.42
TRANS008841,ACC08841,Debit,4716.72
TRANS008842,ACC08842,Debit,2982.11
TRANS008843,ACC08843,Credit,2510.73
TRANS008844,ACC08844,Debit,3423.1
TRANS008845,ACC08845,Credit,2331.92
TRANS008846,ACC08846,Credit,426.0
TRANS008847,ACC08847,Debit,1534.0
TRANS008848,ACC08848,Debit,1450.72
TRANS008849,ACC08849,Debit,758.47
TRANS008850,ACC08850,Credit,3852.82
TRANS008851,ACC08851,Debit,2353.36
TRANS008852,ACC08852,Credit,1340.01
TRANS008853,ACC08853,Credit,2422.94
TRANS008854,ACC08854,Debit,2677.68
TRANS008855,ACC08855,Debit,4625.57
TRANS008856,ACC08856,Credit,2093.18
TRANS008857,ACC08857,Credit,4367.14
TRANS008858,ACC08858,Debit,2835.86
TRANS008859,ACC08859,Debit,2775.31
TRANS008860,ACC08860,Debit,175.67
TRANS008861,ACC08861,Debit,1446.44
TRANS008862,ACC08862,Debit,59.73
TRANS008863,ACC08863,Debit,1060.5
TRANS008864,ACC08864,Credit,2886.81
TRANS008865,ACC08865,Credit,695.98
TRANS008866,ACC08866,Credit,3806.56
TRANS008867,ACC08867,Debit,4791.71
TRANS008868,ACC08868,Credit,1170.12
TRANS008869,ACC08869,Credit,701.16
TRANS008870,ACC08870,Credit,3662.05
TRANS008871,ACC08871,Debit,1394.6
TRANS008872,ACC08872,Credit,642.39
TRANS008873,ACC08873,Debit,4295.84
TRANS008874,ACC08874,Credit,4165.76
TRANS008875,ACC08875,Credit,4050.49
TRANS008876,ACC08876,Debit,2699.11
TRANS008877,ACC08877,Credit,3756.11
TRANS008878,ACC08878,Debit,4971.23
TRANS008879,ACC08879,Debit,4476.23
TRANS008880,ACC08880,Credit,3856.88
TRANS008881,ACC08881,Debit,4505.33
TRANS008882,ACC08882,Credit,595.82
TRANS008883,ACC08883,Debit,2489.94
TRANS008884,ACC08884,Credit,1808.94
TRANS008885,ACC08885,Debit,479.1
TRANS008886,ACC08886,Debit,4291.65
TRANS008887,ACC08887,Debit,1460.68
TRANS008888,ACC08888,Debit,2236.12
TRANS008889,ACC08889,Credit,1373.23
TRANS008890,ACC08890,Credit,4772.77
TRANS008891,ACC08891,Credit,2136.98
TRANS008892,ACC08892,Debit,2407.64
TRANS008893,ACC08893,Credit,108.15
TRANS008894,ACC08894,Debit,2914.32
TRANS008895,ACC08895,Credit,1788.5
TRANS008896,ACC08896,Credit,2945.61
TRANS008897,ACC08897,Debit,1692.45
TRANS008898,ACC08898,Debit,4214.01
TRANS008899,ACC08899,Debit,2006.49
TRANS008900,ACC08900,Debit,1710.95
TRANS008901,ACC08901,Credit,1198.43
TRANS008902,ACC08902,Debit,3200.43
TRANS008903,ACC08903,Credit,3441.25
TRANS008904,ACC08904,Debit,2047.97
TRANS008905,ACC08905,Credit,585.27
TRANS008906,ACC08906,Debit,4474.6
TRANS008907,ACC08907,Debit,1182.55
TRANS008908,ACC08908,Debit,2167.97
TRANS008909,ACC08909,Debit,1705.88
TRANS008910,ACC08910,Credit,3153.21
TRANS008911,ACC08911,Credit,2726.19
TRANS008912,ACC08912,Credit,291.52
TRANS008913,ACC08913,Debit,4672.24
TRANS008914,ACC08914,Credit,2380.02
TRANS008915,ACC08915,Credit,2476.01
TRANS008916,ACC08916,Debit,3724.43
TRANS008917,ACC08917,Credit,1907.89
TRANS008918,ACC08918,Debit,2541.83
TRANS008919,ACC08919,Debit,2550.95
TRANS008920,ACC08920,Debit,1215.61
TRANS008921,ACC08921,Credit,3358.62
TRANS008922,ACC08922,Debit,3557.54
TRANS008923,ACC08923,Debit,1285.36
TRANS008924,ACC08924,Credit,4495.75
TRANS008925,ACC08925,Credit,4934.92
TRANS008926,ACC08926,Credit,1956.17
TRANS008927,ACC08927,Credit,4483.64
TRANS008928,ACC08928,Debit,1917.44
TRANS008929,ACC08929,Debit,4530.45
TRANS008930,ACC08930,Credit,1865.64
TRANS008931,ACC08931,Credit,4620.73
TRANS008932,ACC08932,Credit,3303.83
TRANS008933,ACC08933,Credit,2453.61
TRANS008934,ACC08934,Credit,452.97
TRANS008935,ACC08935,Credit,2786.49
TRANS008936,ACC08936,Credit,4005.29
TRANS008937,ACC08937,Debit,3107.55
TRANS008938,ACC08938,Credit,3516.79
TRANS008939,ACC08939,Credit,775.0
TRANS008940,ACC08940,Credit,2658.16
TRANS008941,ACC08941,Debit,3661.43
TRANS008942,ACC08942,Debit,728.94
TRANS008943,ACC08943,Credit,933.05
TRANS008944,ACC08944,Credit,3418.7
TRANS008945,ACC08945,Credit,3295.62
TRANS008946,ACC08946,Debit,889.43
TRANS008947,ACC08947,Debit,1916.32
TRANS008948,ACC08948,Credit,600.22
TRANS008949,ACC08949,Credit,615.76
TRANS008950,ACC08950,Credit,1510.25
TRANS008951,ACC08951,Credit,3016.93
TRANS008952,ACC08952,Debit,2432.89
TRANS008953,ACC08953,Credit,4396.26
TRANS008954,ACC08954,Credit,303.78
TRANS008955,ACC08955,Credit,4051.27
TRANS008956,ACC08956,Debit,2165.95
TRANS008957,ACC08957,Credit,3696.75
TRANS008958,ACC08958,Debit,287.87
TRANS008959,ACC08959,Debit,4419.8
TRANS008960,ACC08960,Credit,497.91
TRANS008961,ACC08961,Debit,776.14
TRANS008962,ACC08962,Debit,1383.19
TRANS008963,ACC08963,Credit,1556.94
TRANS008964,ACC08964,Credit,3852.34
TRANS008965,ACC08965,Credit,3858.92
TRANS008966,ACC08966,Debit,883.01
TRANS008967,ACC08967,Debit,2910.28
TRANS008968,ACC08968,Debit,2681.94
TRANS008969,ACC08969,Credit,4457.88
TRANS008970,ACC08970,Debit,978.31
TRANS008971,ACC08971,Debit,3717.96
TRANS008972,ACC08972,Debit,2777.07
TRANS008973,ACC08973,Debit,367.63
TRANS008974,ACC08974,Credit,3917.62
TRANS008975,ACC08975,Credit,1176.33
TRANS008976,ACC08976,Credit,56.91
TRANS008977,ACC08977,Debit,3938.99
TRANS008978,ACC08978,Credit,3044.79
TRANS008979,ACC08979,Debit,1491.16
TRANS008980,ACC08980,Credit,3904.49
TRANS008981,ACC08981,Debit,601.69
TRANS008982,ACC08982,Credit,2872.15
TRANS008983,ACC08983,Debit,2512.37
TRANS008984,ACC08984,Debit,347.96
TRANS008985,ACC08985,Credit,4823.52
TRANS008986,ACC08986,Debit,2749.45
TRANS008987,ACC08987,Credit,4651.93
TRANS008988,ACC08988,Credit,3526.08
TRANS008989,ACC08989,Credit,2093.25
TRANS008990,ACC08990,Credit,4577.72
TRANS008991,ACC08991,Credit,934.32
TRANS008992,ACC08992,Debit,4658.72
TRANS008993,ACC08993,Credit,2350.39
TRANS008994,ACC08994,Debit,3009.89
TRANS008995,ACC08995,Credit,3086.01
TRANS008996,ACC08996,Debit,489.68
TRANS008997,ACC08997,Debit,662.26
TRANS008998,ACC08998,Credit,2500.79
TRANS008999,ACC08999,Debit,665.31
TRANS009000,ACC09000,Debit,3185.58
TRANS009001,ACC09001,Credit,2158.93
TRANS009002,ACC09002,Credit,88.42
TRANS009003,ACC09003,Debit,2414.69
TRANS009004,ACC09004,Credit,728.88
TRANS009005,ACC09005,Credit,3332.71
TRANS009006,ACC09006,Debit,4158.2
TRANS009007,ACC09007,Credit,2108.18
TRANS009008,ACC09008,Debit,324.21
TRANS009009,ACC09009,Credit,1594.33
TRANS009010,ACC09010,Credit,2009.91
TRANS009011,ACC09011,Debit,3176.63
TRANS009012,ACC09012,Credit,3765.81
TRANS009013,ACC09013,Debit,2813.02
TRANS009014,ACC09014,Credit,3546.46
TRANS009015,ACC09015,Debit,3016.25
TRANS009016,ACC09016,Credit,2020.84
TRANS009017,ACC09017,Credit,1618.47
TRANS009018,ACC09018,Debit,2430.35
TRANS009019,ACC09019,Debit,4160.5
TRANS009020,ACC09020,Debit,4178.27
TRANS009021,ACC09021,Credit,4999.65
TRANS009022,ACC09022,Credit,84.86
TRANS009023,ACC09023,Credit,4264.01
TRANS009024,ACC09024,Debit,2777.06
TRANS009025,ACC09025,Debit,4538.61
TRANS009026,ACC09026,Debit,4868.15
TRANS009027,ACC09027,Debit,1622.09
TRANS009028,ACC09028,Debit,4598.85
TRANS009029,ACC09029,Credit,905.79
TRANS009030,ACC09030,Debit,1932.64
TRANS009031,ACC09031,Debit,1556.71
TRANS009032,ACC09032,Credit,4776.19
TRANS009033,ACC09033,Debit,3722.71
TRANS009034,ACC09034,Debit,599.45
TRANS009035,ACC09035,Debit,2922.32
TRANS009036,ACC09036,Credit,179.24
TRANS009037,ACC09037,Credit,4291.72
TRANS009038,ACC09038,Debit,3935.71
TRANS009039,ACC09039,Credit,618.81
TRANS009040,ACC09040,Debit,2565.9
TRANS009041,ACC09041,Credit,3850.47
TRANS009042,ACC09042,Credit,4447.39
TRANS009043,ACC09043,Credit,503.14
TRANS009044,ACC09044,Credit,2795.12
TRANS009045,ACC09045,Credit,663.35
TRANS009046,ACC09046,Debit,4587.72
TRANS009047,ACC09047,Debit,1126.75
TRANS009048,ACC09048,Credit,818.01
TRANS009049,ACC09049,Debit,4254.77
TRANS009050,ACC09050,Credit,2805.47
TRANS009051,ACC09051,Debit,2430.35
TRANS009052,ACC09052,Credit,1013.66
TRANS009053,ACC09053,Credit,3034.36
TRANS009054,ACC09054,Debit,221.18
TRANS009055,ACC09055,Credit,4187.39
TRANS009056,ACC09056,Credit,4384.38
TRANS009057,ACC09057,Debit,3326.1
TRANS009058,ACC09058,Debit,3129.43
TRANS009059,ACC09059,Credit,1029.61
TRANS009060,ACC09060,Credit,747.09
TRANS009061,ACC09061,Debit,4537.99
TRANS009062,ACC09062,Credit,3673.41
TRANS009063,ACC09063,Debit,2759.28
TRANS009064,ACC09064,Credit,4706.94
TRANS009065,ACC09065,Debit,2464.92
TRANS009066,ACC09066,Debit,4025.09
TRANS009067,ACC09067,Credit,2249.44
TRANS009068,ACC09068,Credit,698.13
TRANS009069,ACC09069,Credit,3904.07
TRANS009070,ACC09070,Debit,1900.01
TRANS009071,ACC09071,Debit,4988.32
TRANS009072,ACC09072,Credit,60.31
TRANS009073,ACC09073,Debit,4508.22
TRANS009074,ACC09074,Credit,869.01
TRANS009075,ACC09075,Debit,664.45
TRANS009076,ACC09076,Debit,1345.75
TRANS009077,ACC09077,Credit,4549.97
TRANS009078,ACC09078,Credit,3372.57
TRANS009079,ACC09079,Debit,3530.58
TRANS009080,ACC09080,Credit,821.99
TRANS009081,ACC09081,Debit,3820.53
TRANS009082,ACC09082,Credit,2533.79
TRANS009083,ACC09083,Debit,863.45
TRANS009084,ACC09084,Debit,4178.74
TRANS009085,ACC09085,Credit,2227.83
TRANS009086,ACC09086,Debit,4136.48
TRANS009087,ACC09087,Debit,3301.16
TRANS009088,ACC09088,Credit,2554.58
TRANS009089,ACC09089,Credit,2704.85
TRANS009090,ACC09090,Debit,715.88
TRANS009091,ACC09091,Credit,3140.72
TRANS009092,ACC09092,Credit,1269.79
TRANS009093,ACC09093,Credit,313.82
