Account ID,Customer ID,Account Type,Branch,Balance,Currency
ACC08836,CUST8311,Fixed Deposit,San Diego,80385.94,GBP
ACC08837,CUST8312,Fixed Deposit,Phoenix,24602.07,EUR
ACC08838,CUST8313,Fixed Deposit,Phoenix,26836.95,INR
ACC08839,CUST8314,Current,San Antonio,30459.7,JPY
ACC08840,CUST8315,Recurring Deposit,San Antonio,33145.08,INR
ACC08841,CUST8316,Current,Chicago,61878.23,USD
ACC08842,CUST8317,Fixed Deposit,Los Angeles,3773.31,EUR
ACC08843,CUST8318,Savings,Chicago,21279.78,GBP
ACC08844,CUST8319,Current,Phoenix,87375.94,EUR
ACC08845,CUST8320,Recurring Deposit,Los Angeles,20385.18,EUR
ACC08846,CUST8321,Savings,San Antonio,5659.94,EUR
ACC08847,CUST1216,Recurring Deposit,Chicago,16251.85,USD
ACC08848,CUST1544,Current,New York,84298.24,INR
ACC08849,CUST8322,Recurring Deposit,Phoenix,84335.51,EUR
ACC08850,CUST8323,Recurring Deposit,San Diego,57366.59,INR
ACC08851,CUST8324,Recurring Deposit,Los Angeles,27013.01,EUR
ACC08852,CUST4342,Fixed Deposit,New York,44369.85,EUR
ACC08853,CUST8325,Savings,Philadelphia,95406.73,USD
ACC08854,CUST8326,Recurring Deposit,Houston,23556.15,INR
ACC08855,CUST8327,Fixed Deposit,San Antonio,58989.57,EUR
ACC08856,CUST0071,Fixed Deposit,New York,70460.24,INR
ACC08857,CUST8328,Recurring Deposit,Chicago,80247.97,USD
ACC08858,CUST8329,Recurring Deposit,San Antonio,95070.78,GBP
ACC08859,CUST8330,Recurring Deposit,Philadelphia,80544.93,JPY
ACC08860,CUST8331,Fixed Deposit,Chicago,28398.51,JPY
ACC08861,CUST8332,Fixed Deposit,Houston,23927.58,JPY
ACC08862,CUST8333,Fixed Deposit,San Diego,79716.27,INR
ACC08863,CUST8334,Fixed Deposit,Philadelphia,69422.63,GBP
ACC08864,CUST8335,Fixed Deposit,Los Angeles,15318.26,GBP
ACC08865,CUST8336,Fixed Deposit,San Antonio,40728.54,INR
ACC08866,CUST8337,Fixed Deposit,Philadelphia,55582.02,INR
ACC08867,CUST4944,Recurring Deposit,Phoenix,54579.96,GBP
ACC08868,CUST8338,Savings,San Antonio,21278.22,GBP
ACC08869,CUST8339,Savings,Chicago,89529.25,INR
ACC08870,CUST8340,Fixed Deposit,San Diego,76724.58,JPY
ACC08871,CUST8341,Recurring Deposit,San Diego,73485.66,EUR
ACC08872,CUST8342,Fixed Deposit,San Diego,34950.26,JPY
ACC08873,CUST8343,Savings,San Diego,87617.87,EUR
ACC08874,CUST8344,Recurring Deposit,Los Angeles,14790.3,EUR
ACC08875,CUST8345,Savings,San Diego,87271.76,INR
ACC08876,CUST8346,Fixed Deposit,Chicago,19777.57,GBP
ACC08877,CUST8347,Fixed Deposit,San Antonio,79256.16,USD
ACC08878,CUST8348,Recurring Deposit,Los Angeles,13320.54,INR
ACC08879,CUST2532,Savings,San Antonio,76638.18,JPY
ACC08880,CUST3831,Current,San Diego,44689.68,EUR
ACC08881,CUST0315,Current,Houston,66593.1,USD
ACC08882,CUST8180,Current,San Antonio,81818.1,USD
ACC08883,CUST8349,Savings,San Antonio,1009.73,EUR
ACC08884,CUST8350,Savings,Houston,98262.15,INR
ACC08885,CUST8351,Fixed Deposit,Phoenix,41424.35,USD
ACC08886,CUST4289,Fixed Deposit,Los Angeles,10196.28,EUR
ACC08887,CUST8352,Savings,New York,34849.12,EUR
ACC08888,CUST8353,Savings,New York,21730.12,GBP
ACC08889,CUST8354,Fixed Deposit,New York,71953.8,USD
ACC08890,CUST8355,Recurring Deposit,Philadelphia,28679.38,INR
ACC08891,CUST8356,Recurring Deposit,Los Angeles,53032.35,GBP
ACC08892,CUST8357,Savings,San Diego,70499.29,USD
ACC08893,CUST8358,Current,Chicago,69431.2,INR
ACC08894,CUST8359,Fixed Deposit,Phoenix,24147.92,EUR
ACC08895,CUST5998,Fixed Deposit,New York,11301.95,USD
ACC08896,CUST8360,Current,Phoenix,34657.84,USD
ACC08897,CUST8361,Fixed Deposit,San Diego,5010.77,JPY
ACC08898,CUST8362,Savings,Los Angeles,18908.87,EUR
ACC08899,CUST8363,Current,Phoenix,9433.26,EUR
ACC08900,CUST8364,Savings,San Antonio,93925.24,INR
ACC08901,CUST8365,Recurring Deposit,New York,30430.61,USD
ACC08902,CUST8366,Savings,Philadelphia,77715.43,JPY
ACC08903,CUST8367,Current,Houston,8110.44,GBP
ACC08904,CUST8368,Savings,Los Angeles,96791.66,INR
ACC08905,CUST8369,Savings,Chicago,67376.28,EUR
ACC08906,CUST8370,Savings,San Diego,95454.36,JPY
ACC08907,CUST8371,Savings,San Antonio,64833.98,INR
ACC08908,CUST8372,Current,Los Angeles,71891.19,USD
ACC08909,CUST8373,Fixed Deposit,San Diego,28725.01,USD
ACC08910,CUST8374,Current,New York,3985.93,USD
ACC08911,CUST8375,Recurring Deposit,New York,62330.91,JPY
ACC08912,CUST8376,Current,San Diego,72325.3,JPY
ACC08913,CUST8377,Fixed Deposit,San Antonio,599.81,EUR
ACC08914,CUST8378,Current,Los Angeles,17337.08,INR
ACC08915,CUST8379,Current,San Diego,20603.78,USD
ACC08916,CUST0050,Current,New York,86050.61,EUR
ACC08917,CUST8380,Current,Los Angeles,40898.73,INR
ACC08918,CUST8381,Savings,Chicago,25817.39,JPY
ACC08919,CUST8382,Fixed Deposit,Philadelphia,1420.2,INR
ACC08920,CUST8383,Recurring Deposit,Los Angeles,83870.7,USD
ACC08921,CUST8384,Fixed Deposit,Philadelphia,90481.43,EUR
ACC08922,CUST8385,Fixed Deposit,Houston,95524.27,INR
ACC08923,CUST8386,Savings,Phoenix,10918.55,EUR
ACC08924,CUST4472,Recurring Deposit,Chicago,90283.46,GBP
ACC08925,CUST8387,Savings,San Antonio,73502.3,INR
ACC08926,CUST8388,Recurring Deposit,New York,42346.8,JPY
ACC08927,CUST8389,Fixed Deposit,New York,45702.53,JPY
ACC08928,CUST8390,Recurring Deposit,Los Angeles,44322.7,EUR
ACC08929,CUST8391,Savings,Phoenix,68120.81,EUR
ACC08930,CUST8392,Fixed Deposit,Los Angeles,93311.38,JPY
ACC08931,CUST8393,Savings,New York,28102.4,EUR
ACC08932,CUST8394,Savings,San Diego,91028.32,GBP
ACC08933,CUST8395,Savings,San Diego,71286.1,INR
ACC08934,CUST8396,Savings,Phoenix,65786.37,EUR
ACC08935,CUST8397,Recurring Deposit,San Antonio,3446.13,EUR
ACC08936,CUST8398,Fixed Deposit,Phoenix,80765.42,USD
ACC08937,CUST8399,Recurring Deposit,Philadelphia,65390.34,GBP
ACC08938,CUST8400,Recurring Deposit,Houston,61707.12,USD
ACC08939,CUST4339,Savings,Philadelphia,27106.65,GBP
ACC08940,CUST8401,Fixed Deposit,Los Angeles,37774.01,JPY
ACC08941,CUST8402,Recurring Deposit,San Antonio,32700.82,INR
ACC08942,CUST8403,Recurring Deposit,Phoenix,50991.42,EUR
ACC08943,CUST8404,Savings,Los Angeles,11662.56,EUR
ACC08944,CUST8405,Recurring Deposit,Phoenix,18838.9,GBP
ACC08945,CUST8406,Recurring Deposit,San Diego,5758.34,JPY
ACC08946,CUST8407,Current,Chicago,73003.11,USD
ACC08947,CUST8408,Fixed Deposit,Chicago,94947.92,GBP
ACC08948,CUST8409,Savings,Chicago,90678.48,EUR
ACC08949,CUST8410,Recurring Deposit,Phoenix,15344.55,GBP
ACC08950,CUST8411,Recurring Deposit,Houston,66225.86,USD
ACC08951,CUST8412,Current,Houston,61916.12,JPY
ACC08952,CUST8413,Current,Chicago,73434.4,USD
ACC08953,CUST8414,Recurring Deposit,Chicago,66156.82,EUR
ACC08954,CUST8415,Fixed Deposit,Chicago,91796.38,INR
ACC08955,CUST8416,Recurring Deposit,New York,63681.7,JPY
ACC08956,CUST8417,Fixed Deposit,San Antonio,95481.42,USD
ACC08957,CUST8418,Current,Los Angeles,20202.8,INR
ACC08958,CUST8419,Savings,New York,42537.64,INR
ACC08959,CUST8420,Savings,Phoenix,68437.06,USD
ACC08960,CUST8390,Recurring Deposit,Chicago,45663.11,EUR
ACC08961,CUST8421,Recurring Deposit,New York,72116.74,USD
ACC08962,CUST8422,Savings,Los Angeles,16560.12,GBP
ACC08963,CUST8423,Recurring Deposit,Philadelphia,27814.28,INR
ACC08964,CUST8424,Current,Houston,88944.33,INR
ACC08965,CUST8425,Savings,Phoenix,75002.2,JPY
ACC08966,CUST8426,Recurring Deposit,Phoenix,84438.72,EUR
ACC08967,CUST8427,Recurring Deposit,Houston,12622.18,USD
ACC08968,CUST5050,Fixed Deposit,Phoenix,40371.38,EUR
ACC08969,CUST8428,Savings,Philadelphia,40371.09,USD
ACC08970,CUST0237,Savings,Philadelphia,55290.33,INR
ACC08971,CUST8429,Recurring Deposit,San Diego,3984.14,EUR
ACC08972,CUST2200,Recurring Deposit,Chicago,42227.1,INR
ACC08973,CUST8430,Recurring Deposit,Phoenix,79464.36,JPY
ACC08974,CUST8431,Recurring Deposit,Chicago,43391.84,USD
ACC08975,CUST8432,Fixed Deposit,Los Angeles,25862.6,GBP
ACC08976,CUST8433,Current,Chicago,5173.84,EUR
ACC08977,CUST8434,Savings,Los Angeles,18020.27,INR
ACC08978,CUST8435,Fixed Deposit,Los Angeles,50125.49,INR
ACC08979,CUST8436,Recurring Deposit,Phoenix,38082.76,USD
ACC08980,CUST8437,Savings,San Antonio,4674.69,USD
ACC08981,CUST6858,Savings,Philadelphia,57829.43,EUR
ACC08982,CUST6636,Current,Los Angeles,93996.6,EUR
ACC08983,CUST8438,Fixed Deposit,Phoenix,21877.42,EUR
ACC08984,CUST7178,Fixed Deposit,Phoenix,95497.99,JPY
ACC08985,CUST8439,Current,San Diego,18259.59,EUR
ACC08986,CUST8440,Fixed Deposit,Los Angeles,53891.22,EUR
ACC08987,CUST8441,Recurring Deposit,San Diego,35212.95,GBP
ACC08988,CUST8442,Savings,Chicago,44962.68,EUR
ACC08989,CUST8443,Savings,Chicago,74179.75,EUR
ACC08990,CUST6118,Savings,Houston,63582.0,USD
ACC08991,CUST5432,Recurring Deposit,New York,58450.92,USD
ACC08992,CUST8444,Current,Chicago,14634.95,EUR
ACC08993,CUST8445,Savings,Chicago,53635.91,JPY
ACC08994,CUST8446,Current,New York,48258.28,USD
ACC08995,CUST8447,Savings,Houston,71958.01,JPY
ACC08996,CUST8448,Savings,Los Angeles,74434.48,EUR
ACC08997,CUST8449,Current,Houston,56577.62,INR
ACC08998,CUST8450,Current,New York,67833.81,EUR
ACC08999,CUST8451,Recurring Deposit,Los Angeles,47964.87,GBP
ACC09000,CUST8452,Recurring Deposit,Chicago,66994.14,JPY
ACC09001,CUST8453,Current,Chicago,97341.96,USD
ACC09002,CUST8454,Recurring Deposit,Los Angeles,81059.91,GBP
ACC09003,CUST8455,Savings,Los Angeles,88446.01,JPY
ACC09004,CUST8456,Savings,San Antonio,35547.33,USD
ACC09005,CUST8457,Current,Philadelphia,20575.42,JPY
ACC09006,CUST8458,Current,Chicago,15385.3,GBP
ACC09007,CUST7197,Savings,San Diego,42564.06,USD
ACC09008,CUST8459,Savings,New York,64940.21,GBP
ACC09009,CUST8460,Savings,Philadelphia,21445.93,USD
ACC09010,CUST8461,Fixed Deposit,Houston,63487.89,EUR
ACC09011,CUST3480,Recurring Deposit,Philadelphia,35310.78,USD
ACC09012,CUST8462,Current,San Diego,83648.1,EUR
ACC09013,CUST8463,Fixed Deposit,Phoenix,50405.63,JPY
ACC09014,CUST6046,Savings,San Antonio,88644.09,JPY
ACC09015,CUST8464,Recurring Deposit,Houston,92204.06,INR
ACC09016,CUST8465,Recurring Deposit,San Antonio,21930.65,USD
ACC09017,CUST8466,Fixed Deposit,Houston,72222.1,USD
ACC09018,CUST8467,Fixed Deposit,Los Angeles,87680.55,EUR
ACC09019,CUST8468,Current,New York,18517.78,INR
ACC09020,CUST8469,Savings,Houston,74231.67,INR
ACC09021,CUST8470,Savings,Philadelphia,58240.01,EUR
ACC09022,CUST8471,Savings,Los Angeles,5372.7,GBP
ACC09023,CUST8472,Savings,Philadelphia,57995.77,USD
ACC09024,CUST8473,Savings,Chicago,895.58,EUR
ACC09025,CUST8474,Savings,Chicago,50443.77,EUR
ACC09026,CUST8475,Current,Phoenix,71887.85,JPY
ACC09027,CUST8476,Fixed Deposit,Chicago,41311.12,EUR
ACC09028,CUST7412,Fixed Deposit,Los Angeles,93605.54,JPY
ACC09029,CUST8477,Fixed Deposit,Chicago,78128.86,EUR
ACC09030,CUST8478,Fixed Deposit,San Diego,34102.56,INR
ACC09031,CUST8479,Recurring Deposit,Philadelphia,21206.54,EUR
ACC09032,CUST8480,Savings,San Diego,59169.83,USD
ACC09033,CUST8481,Savings,Los Angeles,56271.29,INR
ACC09034,CUST8482,Savings,Los Angeles,90799.85,USD
ACC09035,CUST8483,Savings,Chicago,63706.3,INR
ACC09036,CUST8484,Fixed Deposit,Philadelphia,71966.75,GBP
ACC09037,CUST8485,Current,Philadelphia,10705.79,EUR
ACC09038,CUST8486,Savings,San Diego,83958.1,EUR
ACC09039,CUST8487,Fixed Deposit,New York,91301.66,GBP
ACC09040,CUST0017,Fixed Deposit,Los Angeles,22471.39,GBP
ACC09041,CUST8488,Recurring Deposit,Phoenix,75680.82,JPY
ACC09042,CUST8489,Current,Los Angeles,83879.92,INR
ACC09043,CUST8490,Savings,San Diego,77034.42,JPY
ACC09044,CUST8491,Fixed Deposit,Los Angeles,25498.73,EUR
ACC09045,CUST8492,Savings,Chicago,23100.14,JPY
ACC09046,CUST8493,Savings,Phoenix,45939.57,GBP
ACC09047,CUST8494,Current,New York,59763.82,GBP
ACC09048,CUST8495,Fixed Deposit,San Antonio,47002.17,JPY
ACC09049,CUST8496,Current,San Diego,77438.14,EUR
ACC09050,CUST6676,Current,San Diego,24448.69,GBP
ACC09051,CUST8497,Fixed Deposit,San Antonio,14127.81,JPY
ACC09052,CUST8498,Fixed Deposit,Philadelphia,14007.54,USD
ACC09053,CUST8499,Savings,Los Angeles,30993.73,EUR
ACC09054,CUST8500,Savings,San Antonio,605.44,EUR
ACC09055,CUST8501,Savings,San Antonio,89408.56,INR
ACC09056,CUST8502,Current,Los Angeles,12575.38,USD
ACC09057,CUST8503,Savings,San Antonio,80758.19,GBP
ACC09058,CUST8504,Savings,Houston,13316.15,EUR
ACC09059,CUST8505,Recurring Deposit,Philadelphia,11911.8,EUR
ACC09060,CUST8506,Current,Los Angeles,63524.48,INR
ACC09061,CUST8507,Current,San Antonio,47780.61,EUR
ACC09062,CUST0382,Savings,San Antonio,71634.83,JPY
ACC09063,CUST8508,Savings,Houston,26776.76,USD
ACC09064,CUST8509,Recurring Deposit,New York,96926.25,JPY
ACC09065,CUST8510,Fixed Deposit,New York,60287.43,EUR
ACC09066,CUST8511,Fixed Deposit,Houston,39991.12,INR
ACC09067,CUST8512,Current,San Diego,67092.96,USD
ACC09068,CUST8513,Current,Chicago,1482.27,JPY
ACC09069,CUST8514,Savings,Houston,4874.89,USD
ACC09070,CUST8515,Fixed Deposit,San Diego,1562.81,EUR
ACC09071,CUST8516,Current,Houston,46282.14,GBP
ACC09072,CUST8517,Savings,San Antonio,607.65,JPY
ACC09073,CUST8518,Recurring Deposit,Phoenix,7756.3,USD
ACC09074,CUST8519,Current,San Diego,75901.48,USD
ACC09075,CUST8520,Current,Phoenix,15203.58,GBP
ACC09076,CUST8521,Recurring Deposit,San Antonio,12922.06,JPY
ACC09077,CUST8522,Savings,Phoenix,87248.07,GBP
ACC09078,CUST8523,Fixed Deposit,Philadelphia,83211.23,USD
ACC09079,CUST8524,Current,New York,54085.39,GBP
ACC09080,CUST8525,Savings,San Diego,64328.71,GBP
ACC09081,CUST8526,Fixed Deposit,Houston,6837.32,JPY
ACC09082,CUST8527,Savings,Philadelphia,30104.89,JPY
ACC09083,CUST5116,Savings,Phoenix,78622.41,GBP
ACC09084,CUST8528,Fixed Deposit,San Diego,90054.45,USD
ACC09085,CUST8529,Fixed Deposit,Los Angeles,33161.26,USD
ACC09086,CUST8530,Recurring Deposit,Houston,49179.22,GBP
ACC09087,CUST8531,Savings,New York,55010.77,EUR
ACC09088,CUST8532,Current,San Antonio,8002.65,INR
ACC09089,CUST8533,Recurring Deposit,Chicago,4973.01,INR
ACC09090,CUST7700,Fixed Deposit,Philadelphia,33950.0,EUR
ACC09091,CUST8534,Savings,Philadelphia,34840.7,JPY
ACC09092,CUST8535,Fixed Deposit,New York,97079.63,USD
ACC09093,CUST8536,Fixed Deposit,Philadelphia,18475.85,GBP
ACC09094,CUST8519,Recurring Deposit,Chicago,87143.66,JPY
ACC09095,CUST2100,Savings,Phoenix,26142.59,USD
ACC09096,CUST8537,Recurring Deposit,Los Angeles,35492.08,EUR
ACC09097,CUST8538,Savings,San Antonio,3956.33,GBP
ACC09098,CUST8539,Recurring Deposit,New York,58751.8,JPY
ACC09099,CUST8540,Recurring Deposit,Chicago,72412.61,USD
ACC09100,CUST8541,Recurring Deposit,San Diego,69778.72,GBP
ACC09101,CUST8542,Fixed Deposit,San Antonio,15433.52,EUR
ACC09102,CUST8543,Savings,Philadelphia,98623.02,GBP
ACC09103,CUST8544,Fixed Deposit,New York,53017.11,USD
ACC09104,CUST8545,Current,San Diego,21030.89,EUR
ACC09105,CUST8546,Fixed Deposit,Houston,25059.25,USD
ACC09106,CUST8547,Current,Los Angeles,96173.26,INR
ACC09107,CUST8548,Current,San Antonio,62185.4,INR
ACC09108,CUST0075,Fixed Deposit,Phoenix,37174.11,EUR
ACC09109,CUST8549,Current,New York,15297.02,JPY
ACC09110,CUST8550,Recurring Deposit,Philadelphia,62687.33,EUR
ACC09111,CUST8551,Fixed Deposit,Phoenix,89699.1,JPY
ACC09112,CUST8552,Recurring Deposit,New York,54901.47,GBP
ACC09113,CUST8553,Current,New York,47460.33,GBP
ACC09114,CUST8554,Fixed Deposit,San Antonio,29332.71,USD
ACC09115,CUST8555,Savings,Phoenix,92719.26,EUR
ACC09116,CUST8556,Recurring Deposit,Chicago,95890.6,INR
ACC09117,CUST8557,Current,Los Angeles,5406.91,JPY
ACC09118,CUST8558,Savings,Philadelphia,51461.41,USD
ACC09119,CUST7327,Savings,San Diego,55846.62,USD
ACC09120,CUST8559,Recurring Deposit,Los Angeles,49602.02,INR
ACC09121,CUST8560,Current,Houston,71229.89,JPY
ACC09122,CUST8561,Recurring Deposit,Houston,85396.76,INR
ACC09123,CUST8562,Savings,Houston,67412.77,INR
ACC09124,CUST8563,Current,Phoenix,21908.77,JPY
ACC09125,CUST8564,Fixed Deposit,San Diego,40261.15,INR
ACC09126,CUST1740,Fixed Deposit,Chicago,32141.41,USD
ACC09127,CUST8565,Fixed Deposit,Phoenix,94022.13,INR
ACC09128,CUST0594,Savings,Houston,90765.76,JPY
ACC09129,CUST8566,Current,San Diego,29638.14,INR
ACC09130,CUST8567,Recurring Deposit,New York,58131.38,JPY
ACC09131,CUST8568,Fixed Deposit,New York,9625.24,GBP
ACC09132,CUST8569,Savings,San Diego,10214.48,JPY
ACC09133,CUST8570,Recurring Deposit,New York,26191.82,JPY
ACC09134,CUST8571,Recurring Deposit,San Diego,54930.26,JPY
ACC09135,CUST8572,Recurring Deposit,San Diego,33895.93,INR
ACC09136,CUST5678,Current,Los Angeles,5083.12,INR
ACC09137,CUST8573,Savings,Houston,10222.85,USD
ACC09138,CUST2683,Recurring Deposit,Houston,96748.84,INR
ACC09139,CUST8574,Fixed Deposit,Chicago,8998.74,INR
ACC09140,CUST4645,Current,New York,44930.53,JPY
ACC09141,CUST1533,Fixed Deposit,Houston,77001.0,GBP
ACC09142,CUST8575,Current,Phoenix,3858.8,EUR
ACC09143,CUST8576,Savings,Chicago,14633.45,INR
ACC09144,CUST8577,Recurring Deposit,Philadelphia,7480.49,USD
ACC09145,CUST8578,Current,New York,59175.29,USD
ACC09146,CUST8579,Current,Chicago,74846.4,USD
ACC09147,CUST8580,Savings,Houston,45828.91,GBP
ACC09148,CUST8581,Current,Phoenix,97467.04,INR
ACC09149,CUST8582,Recurring Deposit,Philadelphia,73203.72,JPY
ACC09150,CUST8583,Savings,San Antonio,5719.87,INR
ACC09151,CUST8584,Current,Los Angeles,47035.26,GBP
ACC09152,CUST8585,Fixed Deposit,Chicago,29612.41,GBP
ACC09153,CUST8586,Savings,Phoenix,95799.6,INR
ACC09154,CUST8587,Fixed Deposit,Philadelphia,97303.6,EUR
ACC09155,CUST8588,Current,San Antonio,37144.3,USD
ACC09156,CUST7971,Fixed Deposit,Phoenix,76449.36,INR
ACC09157,CUST8589,Current,San Diego,95713.29,GBP
ACC09158,CUST6721,Recurring Deposit,Phoenix,15381.86,GBP
ACC09159,CUST2000,Fixed Deposit,Chicago,62819.04,JPY
ACC09160,CUST8590,Savings,Philadelphia,55370.53,JPY
ACC09161,CUST8591,Recurring Deposit,Houston,1272.11,INR
ACC09162,CUST8592,Current,San Antonio,54024.37,INR
ACC09163,CUST8593,Recurring Deposit,New York,88305.29,GBP
ACC09164,CUST8594,Fixed Deposit,Houston,86778.35,INR
ACC09165,CUST2497,Recurring Deposit,Chicago,61268.7,INR
ACC09166,CUST1204,Savings,San Antonio,11543.41,EUR
ACC09167,CUST1747,Savings,San Antonio,57962.81,EUR
ACC09168,CUST8595,Recurring Deposit,Los Angeles,49656.94,GBP
ACC09169,CUST8596,Current,San Diego,36143.09,EUR
ACC09170,CUST8597,Recurring Deposit,San Diego,44121.53,GBP
ACC09171,CUST8598,Recurring Deposit,Houston,11236.45,EUR
ACC09172,CUST8599,Savings,Los Angeles,26441.98,INR
ACC09173,CUST8600,Recurring Deposit,Chicago,85308.75,GBP
ACC09174,CUST8080,Current,Philadelphia,69001.56,USD
ACC09175,CUST8601,Current,Houston,69873.35,GBP
ACC09176,CUST8602,Recurring Deposit,Phoenix,80490.45,GBP
ACC09177,CUST8603,Fixed Deposit,Los Angeles,24458.27,USD
ACC09178,CUST8604,Recurring Deposit,San Antonio,14266.0,GBP
ACC09179,CUST8605,Savings,New York,63219.45,JPY
ACC09180,CUST8606,Fixed Deposit,Los Angeles,34779.92,JPY
ACC09181,CUST8607,Current,Houston,9057.32,GBP
ACC09182,CUST8608,Recurring Deposit,Philadelphia,7771.28,INR
ACC09183,CUST8609,Recurring Deposit,Philadelphia,43327.75,GBP
ACC09184,CUST8610,Recurring Deposit,Houston,69253.66,GBP
ACC09185,CUST8611,Fixed Deposit,Philadelphia,62447.59,USD
ACC09186,CUST8612,Savings,San Diego,56686.49,EUR
ACC09187,CUST8613,Recurring Deposit,New York,68820.03,JPY
ACC09188,CUST8614,Current,New York,10593.52,GBP
ACC09189,CUST8615,Fixed Deposit,Los Angeles,26153.37,EUR
ACC09190,CUST8616,Fixed Deposit,San Antonio,97697.0,EUR
ACC09191,CUST8617,Fixed Deposit,Los Angeles,83485.56,USD
ACC09192,CUST8618,Savings,Philadelphia,78926.57,GBP
ACC09193,CUST8619,Current,Phoenix,64395.27,GBP
ACC09194,CUST1525,Current,New York,6504.91,USD
ACC09195,CUST8620,Current,Chicago,67590.17,JPY
ACC09196,CUST8621,Fixed Deposit,Chicago,26500.15,EUR
ACC09197,CUST8622,Recurring Deposit,San Antonio,6414.38,INR
ACC09198,CUST8623,Fixed Deposit,Houston,82629.13,INR
ACC09199,CUST8624,Savings,Phoenix,14878.17,GBP
ACC09200,CUST2409,Fixed Deposit,San Diego,40355.82,EUR
ACC09201,CUST8625,Recurring Deposit,San Diego,73386.14,INR
ACC09202,CUST8626,Fixed Deposit,Phoenix,12906.09,USD
ACC09203,CUST8627,Fixed Deposit,San Diego,68585.55,INR
ACC09204,CUST8628,Recurring Deposit,San Diego,78950.29,GBP
ACC09205,CUST8629,Savings,Philadelphia,36854.94,JPY
ACC09206,CUST8630,Current,Los Angeles,71580.56,EUR
ACC09207,CUST0464,Recurring Deposit,San Antonio,40053.56,USD
ACC09208,CUST8631,Savings,Phoenix,96595.23,INR
ACC09209,CUST2689,Current,San Antonio,16959.2,JPY
ACC09210,CUST8632,Fixed Deposit,San Diego,38598.6,JPY
ACC09211,CUST8633,Fixed Deposit,New York,28475.61,GBP
ACC09212,CUST8634,Fixed Deposit,San Antonio,38333.48,GBP
ACC09213,CUST8635,Recurring Deposit,Philadelphia,63165.75,JPY
ACC09214,CUST2345,Current,Houston,82957.3,GBP
ACC09215,CUST8636,Fixed Deposit,Phoenix,81659.62,USD
ACC09216,CUST8637,Fixed Deposit,San Antonio,76817.61,INR
ACC09217,CUST8638,Fixed Deposit,Philadelphia,97360.43,GBP
ACC09218,CUST8639,Recurring Deposit,Phoenix,71526.6,USD
ACC09219,CUST8640,Current,Los Angeles,73026.86,USD
ACC09220,CUST8641,Fixed Deposit,Chicago,49406.31,JPY
ACC09221,CUST8642,Current,San Diego,76528.51,INR
ACC09222,CUST8643,Recurring Deposit,Chicago,78103.65,JPY
ACC09223,CUST8644,Current,Phoenix,31703.88,GBP
ACC09224,CUST8645,Savings,San Antonio,29275.39,GBP
ACC09225,CUST8646,Current,Houston,53501.18,EUR
ACC09226,CUST8647,Current,New York,52814.9,JPY
ACC09227,CUST8648,Recurring Deposit,Houston,43620.63,USD
ACC09228,CUST8649,Current,San Diego,98915.09,INR
ACC09229,CUST8650,Fixed Deposit,San Antonio,81787.41,GBP
ACC09230,CUST8651,Current,New York,79309.07,USD
ACC09231,CUST8652,Fixed Deposit,Los Angeles,88219.42,EUR
ACC09232,CUST6111,Recurring Deposit,Houston,11821.21,USD
ACC09233,CUST8653,Fixed Deposit,Philadelphia,71798.78,JPY
ACC09234,CUST8237,Savings,San Antonio,63017.49,GBP
ACC09235,CUST8654,Recurring Deposit,New York,93976.85,GBP
ACC09236,CUST8655,Fixed Deposit,Philadelphia,23717.97,JPY
ACC09237,CUST8656,Savings,Phoenix,36494.64,USD
ACC09238,CUST8657,Current,San Antonio,39998.43,JPY
ACC09239,CUST8658,Current,New York,84109.1,INR
ACC09240,CUST8659,Savings,Chicago,18413.62,GBP
ACC09241,CUST8660,Current,New York,83830.96,GBP
ACC09242,CUST5147,Fixed Deposit,Chicago,69774.26,JPY
ACC09243,CUST8661,Current,Los Angeles,395.64,EUR
ACC09244,CUST8662,Fixed Deposit,San Antonio,4632.16,INR
ACC09245,CUST8663,Savings,Phoenix,41010.49,GBP
ACC09246,CUST8664,Savings,Philadelphia,5590.03,JPY
ACC09247,CUST8665,Savings,Los Angeles,73773.13,INR
ACC09248,CUST8666,Current,San Diego,85108.66,USD
ACC09249,CUST8667,Savings,Los Angeles,87330.49,USD
ACC09250,CUST8668,Savings,New York,28785.39,USD
ACC09251,CUST8669,Current,Chicago,55180.13,USD
ACC09252,CUST8670,Recurring Deposit,Phoenix,6147.5,GBP
ACC09253,CUST5500,Current,Houston,33446.38,JPY
ACC09254,CUST8671,Fixed Deposit,Houston,55946.53,GBP
ACC09255,CUST8672,Recurring Deposit,Philadelphia,86085.87,EUR
ACC09256,CUST8673,Current,San Diego,47519.97,JPY
ACC09257,CUST8674,Current,San Antonio,27346.04,GBP
ACC09258,CUST8675,Recurring Deposit,Philadelphia,33641.7,USD
ACC09259,CUST8676,Current,New York,39540.63,INR
ACC09260,CUST8677,Fixed Deposit,Houston,6968.1,JPY
ACC09261,CUST8678,Fixed Deposit,Houston,89041.69,JPY
ACC09262,CUST8679,Savings,San Antonio,54399.33,GBP
ACC09263,CUST8680,Fixed Deposit,San Diego,37142.02,GBP
ACC09264,CUST8681,Current,Phoenix,42118.47,JPY
ACC09265,CUST8682,Recurring Deposit,San Antonio,1696.01,EUR
ACC09266,CUST2640,Recurring Deposit,Chicago,35992.95,GBP
ACC09267,CUST8683,Savings,Houston,14774.84,GBP
